"X","text","textClean","bigrams"
337,"Ik en mijn man hebben 2 kinderen in de leeftijd van 7 en 10 jaar. Mijn man en ik hebben een aantal jaren geleden besloten dat ons gezin compleet is zo ook om ze beiden een goede toekomst te kunnen geven. Om die reden heeft mijn man zich dan ook laten steriliseren. ","man 2 kinderen leeftijd 7 10 jaar man aantal jaren besloten gezin compleet goede toekomst geven reden man laten steriliseren","2_kinderen 10_jaar aantal_jaren gezin_compleet goede_toekomst laten_steriliseren"
338,"Mijn leeftijd. Ik vind dat ik voldoende kinderen heb. ","leeftijd vind voldoende kinderen","voldoende_kinderen"
339,"2 kinderen is genoeg ","2 kinderen genoeg","2_kinderen"
340,"Ik heb geen vaste relatie op het moment ","vaste relatie moment","vaste_relatie"
341,"We vinden ons gezin prima zo.  Maar mocht er wel een derde komen dan is dat prima ","vinden gezin prima komen prima","gezin_prima"
342,"Ik wil wel kinderen en mijn vriend ook, maar we zijn nog niet zo lang samen en willen eerst nog van het leven genieten, zoals op vakantie gaan.  Een stabiele relatie is belangrijk. ","kinderen vriend lang leven genieten vakantie gaan stabiele relatie belangrijk","leven_genieten vakantie_gaan stabiele_relatie"
343,"chronische aandoening ","chronische aandoening","chronische_aandoening"
344,"Ik wil zeker kinderen. Echter wil ik eerst wat ouder zijn en een vaste baan hebben. Daarnaast zal ik niet op een biologische manier kinderen kunnen krijgen met mijn vrouwelijke partner. Daardoor kan ik alleen maar zeker zijn van kinderen willen, als mijn partner dat ook is ","zeker kinderen ouder vaste baan daarnaast biologische manier kinderen krijgen vrouwelijke partner zeker kinderen partner","zeker_kinderen vaste_baan biologische_manier manier_kinderen vrouwelijke_partner"
346,"Ik heb nooit kinderen gewild en dat gaat ook zeker niet veranderd. Het zit niet in mijn DNA. Als mensen zeggen joh dat komt nog wel, antwoord ik altijd: dat is niet waar. Ik van op mannen en niet op vrouwen en ik wil geen kinderen. Geen van die dingen zal ooit nog veranderen. ","kinderen gewild gaat zeker veranderd zit dna mensen zeggen joh komt antwoord mannen vrouwen kinderen dingen veranderen","kinderen_gewild mensen_zeggen zeggen_joh"
347,"Onzeker of deze relatie stand houd om binnen genoemde termijn kinderen te krijgen ","onzeker relatie stand houd genoemde termijn kinderen krijgen","relatie_stand stand_houd genoemde_termijn termijn_kinderen"
349,"Ik heb nooit een kinderwens gehad. Ik heb op dit moment geen partner. ","kinderwens moment partner",NA
350,"Een gezin in de toekomst lijkt me fijn. Maar ik ben onzeker over de toekomst voor mijn kinderen (wanneer ik deze krijg), want het klimaat staat er niet goed voor. Er moet wat gebeuren waardoor ik zeker weet dat ik een goede toekomst kan bieden aan mijn kinderen. ","gezin toekomst fijn onzeker toekomst kinderen krijg klimaat staat goed gebeuren waardoor zeker weet goede toekomst bieden kinderen","klimaat_staat gebeuren_waardoor zeker_weet goede_toekomst"
351,"Het is voor mij van kleins af aan al een droom om moeder te worden. Het lijkt me gewoon heel bijzonder om mee te mogen maken. Ik zie mijn toekomst eerlijk gezegd ook niet anders voor me. ","kleins droom moeder bijzonder mee zie toekomst eerlijk gezegd","toekomst_eerlijk eerlijk_gezegd"
352,"We hebben 2 gezonde kinderen van 6 en 4 jr. Als we nog een kindje zouden krijgen beginnen we weer van voor af aan Inc gebroken nachten etc. Angst dat derde kind niet gezond zou zijn en ons leven enorm veranderd ","2 gezonde kinderen 6 4 jr kindje krijgen beginnen inc gebroken nachten angst kind gezond leven enorm veranderd","2_gezonde gezonde_kinderen 4_jr krijgen_beginnen inc_gebroken gebroken_nachten leven_enorm enorm_veranderd"
353,"de wens is er zeker, maar je weet natuurlijk nooit hoe snel het lukt en of het uberhaupt lukt ","wens zeker weet natuurlijk snel lukt uberhaupt lukt","weet_natuurlijk uberhaupt_lukt"
354,"Ik ben op een leeftijd waarbij het niet meer heel waarschijnlijk is dat het lukt om kinderen te krijgen. Ik heb geen partner. Bewust alleenstaand moederschap zie ik niet zitten. ","leeftijd waarbij lukt kinderen krijgen partner bewust alleenstaand moederschap zie zitten","leeftijd_waarbij partner_bewust bewust_alleenstaand alleenstaand_moederschap moederschap_zie"
355,"Medische diagnose die bij mij is vastgesteld waardoor ik minder vruchtbaar ben ","medische diagnose vastgesteld waardoor vruchtbaar","medische_diagnose vastgesteld_waardoor"
356,"Het krijgen van kinderen maakt me onzeker omdat ik bang ben dat ik het niet goed zou doen of dat mijn kinderen niet gelukkig worden. Het niet krijgen van kinderen maakt me onzeker omdat ik bang zou zijn dat mijn partner daar niet mee kan leven. ","krijgen kinderen onzeker bang goed kinderen gelukkig krijgen kinderen onzeker bang partner mee leven",NA
357,"Ik heb inmiddels 2 kinderen (geboren in 2018 en 2020) en zoals ik er nu in sta verwacht ik niet dat er nog een derde zal komen. ","2 kinderen geboren 2018 2020 sta verwacht komen","2_kinderen kinderen_geboren sta_verwacht"
358,"Moeizame bevalling en herstel gehad. Daarnaast financiele situatie afwachten hoe komende jaren zijn. ","moeizame bevalling herstel daarnaast financiele situatie afwachten komende jaren","moeizame_bevalling daarnaast_financiele financiele_situatie situatie_afwachten komende_jaren"
359,"Je kan niet kiezen wat voor kind je krijgt. Wordt het een makkelijk kind of een met gebruiksaanwijzing. Dat heeft vaak niks met opvoeding te maken. Een kind kost bakken met geld en dat heb ik niet. En ook de ruimte heb ik niet. ","kiezen kind krijgt makkelijk kind gebruiksaanwijzing opvoeding kind kost bakken geld ruimte","makkelijk_kind kind_kost kost_bakken"
360,"Wil graag kind maar geen partner ","graag kind partner","graag_kind"
361,"Ik ben gelukkig met mijn 3 kinderen en heb geen wens meer om meer kinderen te krijgen. ","gelukkig 3 kinderen wens kinderen krijgen","3_kinderen"
362,"Ik ben nu single en in deze tijd is het erg lastig om in een relatie te komen. Dit maakt mij zeer onzeker of ik ooit weer in een relatie kom en of ik ooit kinderen ga krijgen. ","single tijd lastig relatie komen zeer onzeker relatie kom kinderen ga krijgen","zeer_onzeker relatie_kom kinderen_ga ga_krijgen"
363,"Ik hou van kinderen en mijn partner o","hou kinderen partner o","partner_o"
364,"Ik ben inmiddels 42 en heb geen partner. Het is voor de vrouwen in mijn familie sowieso moeilijk om zwanger te worden (al op jongere leeftijd), dus ik denk dat het Ã¼berhaupt geen optie meer is. Verder heb ik geen tikkende biologische klok en geen kinderwens. ","42 partner vrouwen familie sowieso moeilijk zwanger jongere leeftijd denk ãberhaupt optie tikkende biologische klok kinderwens","familie_sowieso sowieso_moeilijk jongere_leeftijd tikkende_biologische biologische_klok"
365,"Ik vind mezelf nog te jong om kinderen te krijgen. Ik geniet nu nog teveel van mijn vrijheid om te studeren, te werken en te reizen maar ook om spontaan even de deur uit te gaan. Daarbij is er op dit moment niemand in mijn leven met wie ik een kind zou willen. Maar mocht deze persoon er binnen de komende 3 jaar komen, dan denk ik dat ik alsnog geen kind zou willen omdat bovenstaande op dit moment nog te zwaar weegt. ","vind jong kinderen krijgen geniet teveel vrijheid studeren werken reizen spontaan deur gaan daarbij moment leven kind persoon komende 3 jaar komen denk kind bovenstaande moment zwaar weegt","gaan_daarbij komende_3 3_jaar jaar_komen zwaar_weegt"
366,"Wij zien het krijgen van kinderen als een gave van God, wij nemen geen kinderen zoals het in de volksmond word gezegd ","zien krijgen kinderen gave god kinderen volksmond gezegd",NA
367,"Het is maar de vraag of je uberhaupt kinderen kn krijgen ","vraag uberhaupt kinderen kn krijgen","uberhaupt_kinderen kinderen_kn kn_krijgen"
368,"We zijn tevreden en leeftijd speelt een rol ","tevreden leeftijd speelt rol","leeftijd_speelt"
369,"Dit jaar rond ik mijn studie af, daarna wil ik eerst een aantal jaar fulltime kunnen werken om eventueel ook een huis te kopen ","jaar studie aantal jaar fulltime werken eventueel huis kopen","aantal_jaar jaar_fulltime"
370,"In de komende drie jaar zijn mijn verloofde en ik vooral bezig met andere dingen zoals de bruiloft, een huis zoeken, financieel onafhankelijk worden. Ik denk dat we hier nog zeker 3 jaar de tijd voor hebben want zodra we dit voor elkaar hebben willen we ook nog even tijd samen om vervolgens hopelijk kinderen te mogen krijgen. ","komende jaar verloofde bezig dingen bruiloft huis zoeken financieel onafhankelijk denk zeker 3 jaar tijd elkaar tijd hopelijk kinderen krijgen","huis_zoeken zoeken_financieel financieel_onafhankelijk zeker_3 3_jaar hopelijk_kinderen"
371,"Op dit moment ben ik nog vrijgezel en ik zou graag eerst een stabiele relatie willen voordat ik kinderen zou willen proberen te krijgen. Ook is mijn woonsituatie nu niet de goede situatie om een kind op te voeden dus daarvoor zou ik eerst willen/moeten verhuizen. ","moment vrijgezel graag stabiele relatie kinderen proberen krijgen woonsituatie goede situatie kind voeden daarvoor willenmoeten verhuizen","stabiele_relatie goede_situatie willenmoeten_verhuizen"
372,"Wij willen zeker kinderen maar het moet allemaal wel lukken ","zeker kinderen allemaal lukken","zeker_kinderen"
373,"De kinderwens van mij en mijn vriend is groot. Wij zijn er momenteel nog niet mee bezig en weten daardoor niet of wij Ã¼berhaupt kinderen kunnen krijgen. Daarbij geeft Corona voor nu ook wat onzekerheden gezien. ","kinderwens vriend groot momenteel mee bezig weten ãberhaupt kinderen krijgen daarbij geeft corona onzekerheden gezien","mee_bezig ãberhaupt_kinderen krijgen_daarbij daarbij_geeft geeft_corona onzekerheden_gezien"
374,"Mijn psychiatrische stoornis maakt mij te instabiel om voor een kindje te kunnen zorgen. Ik heb ook geen steun netwerk dat mij hierbij zou kunnen helpen. Ik wilde graag kinderen, maar door mijn ziekte, beperkte netwerk en leeftijd lijkt het me niet in het belang van","psychiatrische stoornis instabiel kindje zorgen steun netwerk hierbij helpen wilde graag kinderen ziekte beperkte netwerk leeftijd belang","psychiatrische_stoornis steun_netwerk wilde_graag graag_kinderen ziekte_beperkte beperkte_netwerk"
375,"Mijn partner heeft al twee biologische kinderen en ikzelf heb geen kinderwens ","partner biologische kinderen kinderwens","biologische_kinderen"
376,"Ik zou als het mogelijk is graag 3 kinderen willen. Ik wil dit pas na mijn 28e levensjaar want eerst genieten nog van alles wat er nu is. ","mogelijk graag 3 kinderen 28e levensjaar genieten","graag_3 3_kinderen 28e_levensjaar"
377,"We hebben 2 gezonde kereltjes. De 2e hebben we via een medisch traject mogen krijgen. Dit traject was voor mijn lichaam heel zwaar ivm meerdere miskramen, operaties en hormonen spuiten, meer dan wekelijks echo's maken. Ook emotioneel is het een zwaar traject en de relatie met de papa wordt er niet beter op. De wens coor een 2e was zeer groot maar nu is ons gezin compleet. Geen twijfel over een 3e. ","2 gezonde kereltjes 2e medisch traject krijgen traject lichaam zwaar ivm meerdere miskramen operaties hormonen spuiten wekelijks echos emotioneel zwaar traject relatie papa beter wens coor 2e zeer groot gezin compleet twijfel 3e","2_gezonde gezonde_kereltjes medisch_traject zwaar_ivm ivm_meerdere meerdere_miskramen miskramen_operaties hormonen_spuiten wekelijks_echos zwaar_traject wens_coor zeer_groot gezin_compleet"
378,"Ik ben net 23 en hoef daarom voorlopig nog geen kinderen. ","23 hoef voorlopig kinderen",NA
379,"Mijn leeftijd. Ik ben al boven de 40. ","leeftijd 40",NA
380,"Mijn partner is recent overleden ","partner overleden",NA
381,"Ik weet nog niet 100% of ik het wil. Maar ik ben hier nu goed over aan het nadenken ","weet 100 goed nadenken",NA
382,"Ik wil graag iets doorgeven aan een volgende generatie. ","graag doorgeven volgende generatie","volgende_generatie"
383,"Of het lukt ja of nee. Ik zou het graag willen proberen, maar het is natuurlijk niet zomaar vanzelfsprekend. En daarbij zou ik eerst graag een eigen huis willen, een eigen plek. Dat is op dit moment ook heel erg lastig en de huizenmarkt stijgt de pan uit. Wij zijn al meer dan een jaar bezig en bieden op elk mogelijk huis raak, maar nog steeds geen huis. Om hierin verder te kunnen in de toekomst, moet toch echt eerst een huis beschikbaar komen voor ons..... ","lukt graag proberen natuurlijk zomaar vanzelfsprekend daarbij graag huis plek moment lastig huizenmarkt stijgt pan jaar bezig bieden mogelijk huis raak huis toekomst echt huis beschikbaar komen","zomaar_vanzelfsprekend huizenmarkt_stijgt jaar_bezig mogelijk_huis huis_raak huis_beschikbaar beschikbaar_komen"
384,"Ik ben 43 jaar dar is de reden ","43 jaar dar reden","43_jaar jaar_dar"
385,"In mijn relatie zou ik degene moeten zijn die zwanger zou worden. Zwanger zijn vind ik een heel naar idee en ik ben ook enorm bang voor wat het met mijn mentale gesteldheid zou doen. Vooral ook de postnatale depressie (waarvan ik verwacht dat ik daar heel gevoelig voor kan zijn) vind ik eng. Daarnaast ben ik totaal niet klaar voor de verantwoordelijkheid, maar dat zou nog kunnen veranderen. Ook wil ik mijn eigen genen niet doorgeven. Ik heb enorm veel ziekte in de familie, zowel fysiek als mentale ziekten. Ik ben bang om dit door te geven. Dus op dit moment weet ik zeker dat ik geen kinderen wil. ","relatie degene zwanger zwanger vind idee enorm bang mentale gesteldheid postnatale depressie waarvan verwacht gevoelig vind eng daarnaast totaal verantwoordelijkheid veranderen genen doorgeven enorm ziekte familie zowel fysiek mentale ziekten bang geven moment weet zeker kinderen","enorm_bang mentale_gesteldheid postnatale_depressie depressie_waarvan eng_daarnaast familie_zowel zowel_fysiek mentale_ziekten moment_weet"
386,"Al 3, vol huis, genoeg ","3 huis genoeg","huis_genoeg"
387,"Nog iets te vroeg. Vriend is dan net pas klaar met studie ","vriend studie",NA
388,"Weet niet of mijn lichaam nog een zwangerschap aan kan. En de wereld moet eerst maar weer eens wat vrijer en leuker zijn voordat ik evt nog een keer zwanger wil zijn ","weet lichaam zwangerschap wereld vrijer leuker evt keer zwanger","keer_zwanger"
389,"Geen partner en geen kinderwens meer ","partner kinderwens",NA
390,"nog geen goede partner gevonden ","goede partner gevonden","goede_partner partner_gevonden"
391,"Ik wordt morgen 43 en vind dat ik te oud word voor kinderen. ","morgen 43 vind oud kinderen","morgen_43"
392,"ik ben heel blij met 2 gezonde kinderen e dat vind ik genoeg ","blij 2 gezonde kinderen e vind genoeg","2_gezonde gezonde_kinderen kinderen_e"
393,"Kunnen we het kind alles geven voor een goed leven met een opleiding. Zijn er genoeg financiÃ«n voor het onderhouden van een gezin en kan er ook wat extraâ€™s ","kind geven goed leven opleiding genoeg financiãn onderhouden gezin extraâs","goed_leven genoeg_financiãn"
394,"Ik zou het wel graag willen maar andere dingen gaan nu voor...en wel een miskraam gehad dus dat was ook niet zo leuk om mee te maken ","graag dingen gaan miskraam leuk mee","dingen_gaan"
395,"Nog een jaar geen slaap ","jaar slaap",NA
396,"we hebben 5 kinderen en ik ben nu al aardig op leeftijd voor nog meer kind","5 kinderen aardig leeftijd kind","5_kinderen"
397,"De zwangerschap en bevalling zijn pittig naast het verzorgen van twee andere kinderen en de andere verplichtingen. De bevalling ervaar ik als een zwaar iets. Ook de opvoeding en energie om nog voor een baby te zorgen laten me twijfelen. ","zwangerschap bevalling pittig naast verzorgen kinderen verplichtingen bevalling ervaar zwaar opvoeding energie baby zorgen laten twijfelen","pittig_naast bevalling_ervaar zorgen_laten"
398,"De onzekerheid om kinderen te krijgen hangt af van mijn baanzekerheid. Zonder vast contract zou ik er niet aan willen beginnen en momenteel ben ik op een tijdelijk contract.  De financiele zekerheid van mij en mijn partner is ook belangrijk aangezien met betrekking tot wel of niet in het buitenland wonen en wel of niet een huis kopen. Als blijkt dat met deze keuzes onze financiele situatie niet stabiel genoeg is, dan zou de optie om kinderen te nemen mogelijk uitgesteld worden. ","onzekerheid kinderen krijgen hangt baanzekerheid vast contract beginnen momenteel tijdelijk contract financiele zekerheid partner belangrijk betrekking buitenland wonen huis kopen blijkt keuzes financiele situatie stabiel genoeg optie kinderen mogelijk uitgesteld","krijgen_hangt vast_contract tijdelijk_contract financiele_zekerheid buitenland_wonen huis_kopen financiele_situatie stabiel_genoeg mogelijk_uitgesteld"
399,"Het is niet per se het wel of niet krijgen van kinderen zelf waar ik onzeker over ben. Ik zou wel graag ooit kinderen willen krijgen. Ik heb alleen op dit moment geen relatie, dus heb ook nog niet echt uitzicht op dat ik dat dan met iemand zou kunnen doen. ","se krijgen kinderen onzeker graag kinderen krijgen moment relatie echt uitzicht","echt_uitzicht"
400,"Ik heb nooit van jongs af aan echt een ""moederinstinct"" gehad zoals vriendinnen van mij dat wel hebben. Ik heb nooit jong kinderen gewild, maar wel altijd gedacht dat ik ze wanneer ik er klaar voor ben met de juiste persoon zou krijgen. Ik vind het best spannend om pasgeboren baby's / kleinere kinderen vast te houden. Ik ben nu 8,5 jaar samen met mijn vriend, we wonen al een tijd samen. Verder hebben we net samen ons eerste koophuis gekocht. De volgende stap wordt voor ons trouwen, en de stap daarna zal zeker kinderen worden. ","jongs echt moederinstinct vriendinnen jong kinderen gewild gedacht juiste persoon krijgen vind best spannend pasgeboren babys kleinere kinderen vast houden 8 5 jaar vriend wonen tijd koophuis gekocht volgende stap trouwen stap zeker kinderen","jong_kinderen kinderen_gewild juiste_persoon best_spannend pasgeboren_babys babys_kleinere kleinere_kinderen kinderen_vast 8_5 5_jaar koophuis_gekocht volgende_stap zeker_kinderen"
401,"Ik heb 3 kinderen en de relatie met hun vader is voorbij. Ik voel mij ""compleet"" met mijn kinderen en vind daarbij dat ik inmiddels te oud ben om nog een keer aan kinderen te beginnen (Ã¡ls ik al een partner zou tegenkomen waarmee ik dat zou overwegen). ","3 kinderen relatie vader voel compleet kinderen vind daarbij oud keer kinderen beginnen ãls partner tegenkomen waarmee overwegen","3_kinderen vind_daarbij beginnen_ãls tegenkomen_waarmee"
402,"Of ik een geschikte partner vind die ook kinderen wil. En of ik gezond ben om kinderen te krijgen ","geschikte partner vind kinderen gezond kinderen krijgen","geschikte_partner partner_vind"
403,"Ik ken mijn vriend een jaar, als dat goed blijft gaan dan zou ik dit wel aandurven. maar ik wil eerst een stabiele relatie en samenwonen eer ik aan kinderen begin. ","ken vriend jaar goed blijft gaan aandurven stabiele relatie samenwonen kinderen begin","goed_blijft blijft_gaan stabiele_relatie kinderen_begin"
404,"Wordt te oud ","oud",NA
405,"Heb nog geen relatie, en wil ook geen kind nog in de komende jaren dankzij studeren en net start van werken ","relatie kind komende jaren dankzij studeren start werken","komende_jaren jaren_dankzij dankzij_studeren"
406,"ik heb al drie kinderen, kan geen kinderen meer krijgen omdat ik mijn baarmoeder heb laten verwijderen ","kinderen kinderen krijgen baarmoeder laten verwijderen","laten_verwijderen"
407,"Te druk met carriÃ¨re en geen behoefte ","druk carriãre behoefte",NA
408,"Ik heb nu drie kinderen, dat wilde ik altijd al graag. Ik vind drie kinderen genoeg. Bovendien ben ik 40 jaar en te oud om nog kinderen te krijgen. Ik heb daarom niet de wens om nog zwanger te worden. ","kinderen wilde graag vind kinderen genoeg 40 jaar oud kinderen krijgen wens zwanger","kinderen_genoeg 40_jaar"
409,"Ik twijfel of ik een vierde kind wil krijgen omdat ik niet zeker weet of ik genoeg aandacht kan geven. Daarnaast vind ik het lastig om er een tijdje uit te zijn bij mijn werk. En ik wil mijn kinderen kunnen geven, wat ik heb gekregen van mijn ouders: een zorgeloze jeugd en studietijd. Met vier kinderen wordt dat lastiger. Maar om definitief te zeggen: we houden het bij drie kinderen vind ik ook heftig. Daarmee sluit ik een fase af Ã©n daarnaast heb ik altijd gezegd dat ik vier kinderen wilde en zal ik me er dus bij neer moeten leggen dat dit wellicht niet gebeurd. ","twijfel kind krijgen zeker weet genoeg aandacht geven daarnaast vind lastig tijdje werk kinderen geven gekregen ouders zorgeloze jeugd studietijd kinderen lastiger definitief zeggen houden kinderen vind heftig daarmee sluit fase ãn daarnaast gezegd kinderen wilde neer leggen wellicht gebeurd","zeker_weet genoeg_aandacht geven_daarnaast daarnaast_vind zorgeloze_jeugd kinderen_vind heftig_daarmee daarmee_sluit ãn_daarnaast kinderen_wilde"
410,"Ik verwacht over 3-7 jaar kinderen te krijgen. Afhankelijk van hoe het leven loopt zal dit dus wel of niet in 3 jaar zijn. ","verwacht 37 jaar kinderen krijgen afhankelijk leven loopt 3 jaar","37_jaar jaar_kinderen krijgen_afhankelijk leven_loopt 3_jaar"
411,"Ik heb geen kinderwens. Misschien gaan mijn eierstokken nog rammelen, maar gelet op mijn leeftijd en dat mensen in mijn omgeving al kinderen hebben verwacht ik van niet. ","kinderwens gaan eierstokken rammelen gelet leeftijd mensen omgeving kinderen verwacht",NA
412,"'- het hebben van een bipolaire stoornis en het niet door willen geven aangezien het erfelijk is  - het niet hebben van een parter en dit niet snel zie veranderen ","bipolaire stoornis geven erfelijk parter snel zie veranderen","bipolaire_stoornis snel_zie zie_veranderen"
413,"Ik wil niet perse jong moeder worden, omdat ik eerst nog wil reizen en andere dingen wil doen. ","perse jong moeder reizen dingen","perse_jong jong_moeder"
414,"4 is voor ons genoeg ","4 genoeg",NA
415,"Ik dacht altijd dat ik het niet wilde omdat ik er geen zin in had, maar nu ik wat ouder ben, begin ik te twijfelen. Daarnaast heb ik bijna mijn master afgerond en wil ik hierna carriÃ¨re gaan maken wat lastiger is met kinderen. Als laatste heb ik geen relatie en weet ik ook niet of dat ooit gaat komen, en dat speelt ook mee bij de keuze maken om kinderen op te voeden. ","dacht wilde zin ouder begin twijfelen daarnaast master afgerond carriãre gaan lastiger kinderen laatste relatie weet gaat komen speelt mee keuze kinderen voeden","twijfelen_daarnaast master_afgerond carriãre_gaan gaat_komen"
416,"Ik wil graag kinderen, echter is het onzeker of dit lukt aangezien ik het nooit heb geprobeerd ","graag kinderen onzeker lukt geprobeerd","graag_kinderen"
417,"geld en tijd ","geld tijd",NA
418,"Ik ben er nu niet aan toe, en weet niet zeker of en zo ja wanneer dat gaat komen. ","weet zeker gaat komen","gaat_komen"
419,"eerst een partner vinden ","partner vinden","partner_vinden"
420,"Ik heb verder geen kinderwens meer, en mijn man ook niet. ","kinderwens man",NA
422,"Gezien de COVID situatie en de situatie die zich afspeelde omtrent de gezondheid eerste kind twijfelen we over 2e kind ","gezien covid situatie situatie afspeelde gezondheid kind twijfelen 2e kind","covid_situatie kind_twijfelen 2e_kind"
